transaction_id,date,time,product_id,product_name,category,quantity_sold,unit_price,unit_type,current_stock,reorder_point,is_payday_period,promo_flag,remarks
TXN-00589,7/16/2025,11:45,P041,Surf Detergent Sachet,Laundry & Cleaning,10,7,Sachet,416,55,1,0,Payday demand
TXN-00590,7/16/2025,11:50,P003,Milo Sachet 24g,Coffee & Breakfast Items,7,12,Sachet,298,45,1,0,Payday demand
TXN-00591,7/16/2025,12:00,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",7,10,Piece,327,45,1,0,Payday demand
TXN-00592,7/16/2025,12:25,P014,Piattos Cheese 40g,"Snacks, Biscuits & Sweets",7,18,Pack,454,60,1,0,Payday demand
TXN-00593,7/16/2025,13:05,P047,Mobile Load 50,Mobile Load & Digital Services,12,50,Load,999,120,1,0,Payday demand
TXN-00594,7/16/2025,14:00,P031,White Sugar 1/2 Kilo,Rice & Staples,1,38,Pack,307,35,1,0,Payday demand
TXN-00595,7/16/2025,14:20,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,12,13,Sachet,476,55,1,0,Payday demand
TXN-00596,7/16/2025,14:25,P034,Datu Puti Vinegar 350ml,"Condiments, Sauces & Cooking Needs",1,18,Bottle,218,25,1,0,Payday demand
TXN-00597,7/16/2025,14:45,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",4,18,Pack,395,45,1,0,Payday demand
TXN-00598,7/16/2025,14:55,P009,Mega Sardines 155g,"Noodles, Pasta & Canned Goods",3,23,Can,291,45,1,0,Payday demand
TXN-00599,7/16/2025,14:55,P038,Tender Juicy Hotdog 250g,"Eggs, Chilled & Frozen Items",2,75,Pack,139,18,1,0,Payday demand
TXN-00600,7/16/2025,15:05,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",2,10,Piece,420,50,1,0,Payday demand
TXN-00601,7/16/2025,15:05,P048,GCash Cash-In Service,Mobile Load & Digital Services,1,10,Service,1177,120,1,0,Payday demand
TXN-00602,7/16/2025,15:10,P011,555 Tuna Afritada 155g,"Noodles, Pasta & Canned Goods",3,32,Can,210,25,1,0,Payday demand
TXN-00603,7/16/2025,15:25,P037,Egg Medium,"Eggs, Chilled & Frozen Items",4,9,Piece,679,90,1,0,Payday demand
TXN-00604,7/16/2025,15:30,P030,Brown Sugar 1/2 Kilo,Rice & Staples,3,36,Pack,332,35,1,0,Payday demand
TXN-00605,7/16/2025,16:00,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",8,5,Sachet,407,50,1,0,Payday demand
TXN-00606,7/16/2025,16:25,P032,Cooking Oil 250ml,"Condiments, Sauces & Cooking Needs",1,38,Bottle,243,30,1,0,Payday demand
TXN-00607,7/16/2025,16:30,P036,Gardenia Tasty Bread,Bread & Bakery,2,78,Loaf,128,18,1,0,Payday demand
TXN-00608,7/16/2025,16:40,P007,Lucky Me Pancit Canton,"Noodles, Pasta & Canned Goods",12,17,Pack,497,75,1,0,Payday demand
TXN-00609,7/16/2025,17:30,P026,C2 Green Tea 355ml,Drinks & Powdered Beverages,6,20,Bottle,241,35,1,0,Payday demand
TXN-00610,7/16/2025,18:00,P039,Eden Cheese 160g,"Eggs, Chilled & Frozen Items",3,68,Pack,139,20,1,0,Payday demand
TXN-00611,7/16/2025,18:05,P028,Tang Orange Sachet,Drinks & Powdered Beverages,3,20,Sachet,235,30,1,0,Payday demand
TXN-00612,7/16/2025,18:20,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",12,11,Pack,414,55,1,0,Payday demand
TXN-00613,7/16/2025,18:35,P040,Ariel Detergent Sachet,Laundry & Cleaning,11,8,Sachet,398,55,1,0,Payday demand
TXN-00614,7/16/2025,18:50,P012,Argentina Corned Beef 150g,"Noodles, Pasta & Canned Goods",8,39,Can,220,30,1,0,Payday demand
TXN-00615,7/16/2025,19:05,P020,Chippy BBQ 27g,"Snacks, Biscuits & Sweets",6,8,Pack,441,45,1,0,Payday demand
TXN-00616,7/16/2025,19:50,P045,Colgate Sachet,Personal Care,1,7,Sachet,336,35,1,0,Payday demand
TXN-00617,7/16/2025,20:15,P017,SkyFlakes Crackers,"Snacks, Biscuits & Sweets",4,9,Pack,278,40,1,0,Payday demand
TXN-00618,7/17/2025,8:10,P006,Energen Vanilla Sachet,Coffee & Breakfast Items,6,10,Sachet,241,35,0,0,Regular sale
TXN-00619,7/17/2025,8:50,P005,Great Taste White Sachet,Coffee & Breakfast Items,5,12,Sachet,300,50,0,0,Regular sale
TXN-00620,7/17/2025,9:40,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",7,11,Pack,407,55,0,0,Regular sale
TXN-00621,7/17/2025,10:00,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,10,8,Sachet,320,45,0,0,Regular sale
TXN-00622,7/17/2025,11:05,P022,Mineral Water 500ml,Drinks & Powdered Beverages,7,12,Bottle,648,80,0,1,Promo sale
TXN-00623,7/17/2025,11:25,P044,Safeguard Soap 60g,Personal Care,1,28,Piece,273,35,0,0,Regular sale
TXN-00624,7/17/2025,11:30,P029,Rice per Kilo,Rice & Staples,6,48,Kilo,659,80,0,0,Regular sale
TXN-00625,7/17/2025,11:30,P032,Cooking Oil 250ml,"Condiments, Sauces & Cooking Needs",4,38,Bottle,239,30,0,0,Regular sale
TXN-00626,7/17/2025,11:50,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",3,18,Pack,392,45,0,0,Regular sale
TXN-00627,7/17/2025,11:50,P027,Zesto Orange 200ml,Drinks & Powdered Beverages,4,12,Pack,351,45,0,0,Regular sale
TXN-00628,7/17/2025,11:50,P030,Brown Sugar 1/2 Kilo,Rice & Staples,3,36,Pack,329,35,0,0,Regular sale
TXN-00629,7/17/2025,12:05,P004,Bear Brand Powdered Milk,Coffee & Breakfast Items,5,13,Sachet,293,40,0,0,Regular sale
TXN-00630,7/17/2025,12:05,P039,Eden Cheese 160g,"Eggs, Chilled & Frozen Items",3,68,Pack,136,20,0,0,Regular sale
TXN-00631,7/17/2025,12:15,P024,Sprite 1.5L,Drinks & Powdered Beverages,2,75,Bottle,262,30,0,0,Regular sale
TXN-00632,7/17/2025,12:45,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",2,5,Sachet,405,50,0,0,Regular sale
TXN-00633,7/17/2025,12:45,P047,Mobile Load 50,Mobile Load & Digital Services,3,50,Load,999,120,0,0,Regular sale
TXN-00634,7/17/2025,12:50,P007,Lucky Me Pancit Canton,"Noodles, Pasta & Canned Goods",12,17,Pack,485,75,0,0,Regular sale
TXN-00635,7/17/2025,12:55,P041,Surf Detergent Sachet,Laundry & Cleaning,2,7,Sachet,414,55,0,0,Regular sale
TXN-00636,7/17/2025,12:55,P049,Face Mask 5pcs,Personal Care,1,20,Pack,175,20,0,0,Regular sale
TXN-00637,7/17/2025,13:05,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",7,10,Piece,413,50,0,0,Regular sale
TXN-00638,7/17/2025,13:15,P046,Palmolive Shampoo Sachet,Personal Care,7,7,Sachet,303,40,0,0,Regular sale
TXN-00639,7/17/2025,13:30,P042,Joy Dishwashing Sachet,Laundry & Cleaning,2,8,Sachet,321,40,0,0,Regular sale
TXN-00640,7/17/2025,13:45,P025,Royal Tru-Orange 1.5L,Drinks & Powdered Beverages,3,75,Bottle,216,25,0,0,Regular sale
TXN-00641,7/17/2025,14:30,P020,Chippy BBQ 27g,"Snacks, Biscuits & Sweets",8,8,Pack,433,45,0,0,Regular sale
TXN-00642,7/17/2025,15:05,P048,GCash Cash-In Service,Mobile Load & Digital Services,2,10,Service,1177,120,0,0,Regular sale
TXN-00643,7/17/2025,15:30,P036,Gardenia Tasty Bread,Bread & Bakery,5,78,Loaf,123,18,0,0,Regular sale
TXN-00644,7/17/2025,16:00,P013,UFC Spaghetti Sauce 250g,"Noodles, Pasta & Canned Goods",3,28,Pack,188,25,0,0,Regular sale
TXN-00645,7/17/2025,16:40,P021,Rebisco Crackers,"Snacks, Biscuits & Sweets",4,8,Pack,279,35,0,0,Regular sale
TXN-00646,7/17/2025,16:55,P019,Oishi Prawn Crackers,"Snacks, Biscuits & Sweets",2,8,Pack,314,45,0,0,Regular sale
TXN-00647,7/17/2025,16:55,P038,Tender Juicy Hotdog 250g,"Eggs, Chilled & Frozen Items",1,75,Pack,138,18,0,0,Regular sale
TXN-00648,7/17/2025,16:55,P050,Ballpen Black,School & Office Supplies,7,10,Piece,181,25,0,0,Regular sale
TXN-00649,7/17/2025,17:15,P014,Piattos Cheese 40g,"Snacks, Biscuits & Sweets",8,18,Pack,446,60,0,0,Regular sale
TXN-00650,7/17/2025,17:15,P043,Zonrox Bleach 250ml,Laundry & Cleaning,2,22,Bottle,199,25,0,0,Regular sale
TXN-00651,7/17/2025,17:20,P045,Colgate Sachet,Personal Care,1,7,Sachet,335,35,0,0,Regular sale
TXN-00652,7/17/2025,17:25,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,5,13,Sachet,471,55,0,0,Regular sale
TXN-00653,7/17/2025,18:10,P009,Mega Sardines 155g,"Noodles, Pasta & Canned Goods",6,23,Can,285,45,0,0,Regular sale
TXN-00654,7/17/2025,18:15,P026,C2 Green Tea 355ml,Drinks & Powdered Beverages,3,20,Bottle,238,35,0,0,Regular sale
TXN-00655,7/17/2025,18:15,P040,Ariel Detergent Sachet,Laundry & Cleaning,3,8,Sachet,395,55,0,0,Regular sale
TXN-00656,7/17/2025,19:15,P011,555 Tuna Afritada 155g,"Noodles, Pasta & Canned Goods",3,32,Can,207,25,0,0,Regular sale
TXN-00657,7/17/2025,19:35,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",1,10,Piece,326,45,0,0,Regular sale
TXN-00658,7/17/2025,20:15,P028,Tang Orange Sachet,Drinks & Powdered Beverages,5,20,Sachet,230,30,0,0,Regular sale
TXN-00659,7/17/2025,20:55,P034,Datu Puti Vinegar 350ml,"Condiments, Sauces & Cooking Needs",1,18,Bottle,217,25,0,0,Regular sale
TXN-00660,7/18/2025,8:50,P041,Surf Detergent Sachet,Laundry & Cleaning,7,7,Sachet,407,55,0,0,Regular sale
TXN-00661,7/18/2025,9:00,P037,Egg Medium,"Eggs, Chilled & Frozen Items",6,9,Piece,673,90,0,0,Regular sale
TXN-00662,7/18/2025,10:05,P042,Joy Dishwashing Sachet,Laundry & Cleaning,4,8,Sachet,317,40,0,0,Regular sale
TXN-00663,7/18/2025,10:10,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",5,11,Pack,402,55,0,0,Regular sale
TXN-00664,7/18/2025,10:25,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",7,5,Sachet,398,50,0,0,Regular sale
TXN-00665,7/18/2025,10:55,P003,Milo Sachet 24g,Coffee & Breakfast Items,12,12,Sachet,286,45,0,0,Regular sale
TXN-00666,7/18/2025,11:15,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,7,13,Sachet,464,55,0,0,Regular sale
TXN-00667,7/18/2025,11:35,P007,Lucky Me Pancit Canton,"Noodles, Pasta & Canned Goods",9,17,Pack,476,75,0,0,Regular sale
TXN-00668,7/18/2025,11:55,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,2,8,Sachet,318,45,0,0,Regular sale
TXN-00669,7/18/2025,11:55,P021,Rebisco Crackers,"Snacks, Biscuits & Sweets",2,8,Pack,277,35,0,0,Regular sale
TXN-00670,7/18/2025,12:10,P022,Mineral Water 500ml,Drinks & Powdered Beverages,8,12,Bottle,640,80,0,0,Regular sale
TXN-00671,7/18/2025,12:20,P006,Energen Vanilla Sachet,Coffee & Breakfast Items,5,10,Sachet,236,35,0,0,Regular sale
TXN-00672,7/18/2025,12:20,P020,Chippy BBQ 27g,"Snacks, Biscuits & Sweets",7,8,Pack,426,45,0,0,Regular sale
TXN-00673,7/18/2025,12:20,P031,White Sugar 1/2 Kilo,Rice & Staples,3,38,Pack,304,35,0,0,Regular sale
TXN-00674,7/18/2025,12:25,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",7,10,Piece,406,50,0,0,Regular sale
TXN-00675,7/18/2025,12:30,P019,Oishi Prawn Crackers,"Snacks, Biscuits & Sweets",10,8,Pack,304,45,0,0,Regular sale
TXN-00676,7/18/2025,12:45,P033,Silver Swan Soy Sauce,"Condiments, Sauces & Cooking Needs",3,23,Bottle,224,30,0,0,Regular sale
TXN-00677,7/18/2025,13:10,P014,Piattos Cheese 40g,"Snacks, Biscuits & Sweets",4,18,Pack,442,60,0,0,Regular sale
TXN-00678,7/18/2025,13:25,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",2,18,Pack,390,45,0,0,Regular sale
TXN-00679,7/18/2025,13:25,P047,Mobile Load 50,Mobile Load & Digital Services,5,50,Load,999,120,0,0,Regular sale
TXN-00680,7/18/2025,14:20,P027,Zesto Orange 200ml,Drinks & Powdered Beverages,2,12,Pack,349,45,0,0,Regular sale
TXN-00681,7/18/2025,16:35,P028,Tang Orange Sachet,Drinks & Powdered Beverages,3,20,Sachet,227,30,0,0,Regular sale
TXN-00682,7/18/2025,17:20,P040,Ariel Detergent Sachet,Laundry & Cleaning,9,8,Sachet,386,55,0,0,Regular sale
TXN-00683,7/18/2025,17:40,P005,Great Taste White Sachet,Coffee & Breakfast Items,7,12,Sachet,293,50,0,0,Regular sale
TXN-00684,7/18/2025,17:50,P029,Rice per Kilo,Rice & Staples,6,48,Kilo,653,80,0,0,Regular sale
TXN-00685,7/18/2025,18:10,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",8,10,Piece,318,45,0,0,Regular sale
TXN-00686,7/18/2025,18:10,P039,Eden Cheese 160g,"Eggs, Chilled & Frozen Items",1,68,Pack,135,20,0,0,Regular sale
TXN-00687,7/18/2025,18:10,P045,Colgate Sachet,Personal Care,2,7,Sachet,333,35,0,0,Regular sale
TXN-00688,7/18/2025,18:25,P009,Mega Sardines 155g,"Noodles, Pasta & Canned Goods",8,23,Can,277,45,0,0,Regular sale
TXN-00689,7/18/2025,18:45,P013,UFC Spaghetti Sauce 250g,"Noodles, Pasta & Canned Goods",1,28,Pack,187,25,0,0,Regular sale
TXN-00690,7/18/2025,18:45,P044,Safeguard Soap 60g,Personal Care,5,28,Piece,268,35,0,0,Regular sale
TXN-00691,7/18/2025,18:50,P004,Bear Brand Powdered Milk,Coffee & Breakfast Items,2,13,Sachet,291,40,0,0,Regular sale
TXN-00692,7/18/2025,18:55,P011,555 Tuna Afritada 155g,"Noodles, Pasta & Canned Goods",3,32,Can,204,25,0,0,Regular sale
TXN-00693,7/18/2025,19:20,P043,Zonrox Bleach 250ml,Laundry & Cleaning,4,22,Bottle,195,25,0,0,Regular sale
TXN-00694,7/18/2025,19:55,P026,C2 Green Tea 355ml,Drinks & Powdered Beverages,4,20,Bottle,234,35,0,0,Regular sale
TXN-00695,7/18/2025,19:55,P030,Brown Sugar 1/2 Kilo,Rice & Staples,1,36,Pack,328,35,0,0,Regular sale
TXN-00696,7/18/2025,20:25,P024,Sprite 1.5L,Drinks & Powdered Beverages,6,75,Bottle,256,30,0,0,Regular sale
TXN-00697,7/18/2025,20:40,P038,Tender Juicy Hotdog 250g,"Eggs, Chilled & Frozen Items",3,75,Pack,135,18,0,0,Regular sale
TXN-00698,7/19/2025,8:25,P026,C2 Green Tea 355ml,Drinks & Powdered Beverages,1,20,Bottle,233,35,0,1,Promo sale
TXN-00699,7/19/2025,8:55,P038,Tender Juicy Hotdog 250g,"Eggs, Chilled & Frozen Items",1,75,Pack,134,18,0,0,Weekend demand
TXN-00700,7/19/2025,9:30,P024,Sprite 1.5L,Drinks & Powdered Beverages,1,75,Bottle,255,30,0,0,Weekend demand
TXN-00701,7/19/2025,9:45,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",11,5,Sachet,387,50,0,0,Weekend demand
TXN-00702,7/19/2025,10:10,P003,Milo Sachet 24g,Coffee & Breakfast Items,5,12,Sachet,281,45,0,0,Weekend demand
TXN-00703,7/19/2025,10:10,P036,Gardenia Tasty Bread,Bread & Bakery,1,78,Loaf,122,18,0,0,Weekend demand
TXN-00704,7/19/2025,10:55,P025,Royal Tru-Orange 1.5L,Drinks & Powdered Beverages,2,75,Bottle,214,25,0,0,Weekend demand
TXN-00705,7/19/2025,11:50,P006,Energen Vanilla Sachet,Coffee & Breakfast Items,7,10,Sachet,229,35,0,0,Weekend demand
TXN-00706,7/19/2025,11:50,P032,Cooking Oil 250ml,"Condiments, Sauces & Cooking Needs",1,38,Bottle,238,30,0,0,Weekend demand
TXN-00707,7/19/2025,12:05,P020,Chippy BBQ 27g,"Snacks, Biscuits & Sweets",6,8,Pack,420,45,0,0,Weekend demand
TXN-00708,7/19/2025,12:50,P046,Palmolive Shampoo Sachet,Personal Care,7,7,Sachet,296,40,0,0,Weekend demand
TXN-00709,7/19/2025,12:55,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",7,11,Pack,395,55,0,0,Weekend demand
TXN-00710,7/19/2025,13:05,P004,Bear Brand Powdered Milk,Coffee & Breakfast Items,5,13,Sachet,286,40,0,0,Weekend demand
TXN-00711,7/19/2025,13:40,P027,Zesto Orange 200ml,Drinks & Powdered Beverages,3,12,Pack,346,45,0,0,Weekend demand
TXN-00712,7/19/2025,13:50,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,5,8,Sachet,313,45,0,0,Weekend demand
TXN-00713,7/19/2025,14:15,P049,Face Mask 5pcs,Personal Care,2,20,Pack,173,20,0,0,Weekend demand
TXN-00714,7/19/2025,14:20,P039,Eden Cheese 160g,"Eggs, Chilled & Frozen Items",1,68,Pack,134,20,0,0,Weekend demand
TXN-00715,7/19/2025,15:25,P022,Mineral Water 500ml,Drinks & Powdered Beverages,10,12,Bottle,630,80,0,0,Weekend demand
TXN-00716,7/19/2025,15:30,P041,Surf Detergent Sachet,Laundry & Cleaning,8,7,Sachet,399,55,0,0,Weekend demand
TXN-00717,7/19/2025,15:35,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",4,18,Pack,386,45,0,0,Weekend demand
TXN-00718,7/19/2025,15:35,P040,Ariel Detergent Sachet,Laundry & Cleaning,5,8,Sachet,381,55,0,0,Weekend demand
TXN-00719,7/19/2025,15:35,P050,Ballpen Black,School & Office Supplies,1,10,Piece,180,25,0,0,Weekend demand
TXN-00720,7/19/2025,16:10,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,18,13,Sachet,446,55,0,0,Weekend demand
TXN-00721,7/19/2025,17:00,P019,Oishi Prawn Crackers,"Snacks, Biscuits & Sweets",6,8,Pack,298,45,0,0,Weekend demand
TXN-00722,7/19/2025,17:10,P048,GCash Cash-In Service,Mobile Load & Digital Services,5,10,Service,1177,120,0,0,Weekend demand
TXN-00723,7/19/2025,17:15,P037,Egg Medium,"Eggs, Chilled & Frozen Items",3,9,Piece,670,90,0,0,Weekend demand
TXN-00724,7/19/2025,17:20,P031,White Sugar 1/2 Kilo,Rice & Staples,2,38,Pack,302,35,0,0,Weekend demand
TXN-00725,7/19/2025,17:20,P042,Joy Dishwashing Sachet,Laundry & Cleaning,4,8,Sachet,313,40,0,0,Weekend demand
TXN-00726,7/19/2025,17:25,P017,SkyFlakes Crackers,"Snacks, Biscuits & Sweets",7,9,Pack,271,40,0,0,Weekend demand
TXN-00727,7/19/2025,17:45,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",6,10,Piece,312,45,0,0,Weekend demand
TXN-00728,7/19/2025,17:55,P028,Tang Orange Sachet,Drinks & Powdered Beverages,1,20,Sachet,226,30,0,0,Weekend demand
TXN-00729,7/19/2025,18:00,P010,Century Tuna 180g,"Noodles, Pasta & Canned Goods",4,43,Can,208,30,0,0,Weekend demand
TXN-00730,7/19/2025,18:00,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",8,10,Piece,398,50,0,0,Weekend demand
TXN-00731,7/19/2025,18:15,P047,Mobile Load 50,Mobile Load & Digital Services,8,50,Load,999,120,0,0,Weekend demand
TXN-00732,7/19/2025,18:25,P043,Zonrox Bleach 250ml,Laundry & Cleaning,4,22,Bottle,191,25,0,0,Weekend demand
TXN-00733,7/19/2025,18:35,P005,Great Taste White Sachet,Coffee & Breakfast Items,9,12,Sachet,284,50,0,0,Weekend demand
TXN-00734,7/19/2025,18:40,P007,Lucky Me Pancit Canton,"Noodles, Pasta & Canned Goods",9,17,Pack,467,75,0,0,Weekend demand
TXN-00735,7/19/2025,19:35,P014,Piattos Cheese 40g,"Snacks, Biscuits & Sweets",12,18,Pack,430,60,0,0,Weekend demand
TXN-00736,7/19/2025,19:50,P013,UFC Spaghetti Sauce 250g,"Noodles, Pasta & Canned Goods",1,28,Pack,186,25,0,0,Weekend demand
TXN-00737,7/19/2025,19:55,P029,Rice per Kilo,Rice & Staples,4,48,Kilo,649,80,0,0,Weekend demand
TXN-00738,7/19/2025,20:05,P034,Datu Puti Vinegar 350ml,"Condiments, Sauces & Cooking Needs",2,18,Bottle,215,25,0,0,Weekend demand
TXN-00739,7/20/2025,8:00,P006,Energen Vanilla Sachet,Coffee & Breakfast Items,4,10,Sachet,225,35,0,1,Promo sale
TXN-00740,7/20/2025,9:50,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,13,8,Sachet,300,45,0,1,Promo sale
TXN-00741,7/20/2025,9:55,P030,Brown Sugar 1/2 Kilo,Rice & Staples,3,36,Pack,325,35,0,1,Promo sale
TXN-00742,7/20/2025,10:05,P043,Zonrox Bleach 250ml,Laundry & Cleaning,1,22,Bottle,190,25,0,1,Promo sale
TXN-00743,7/20/2025,10:20,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",10,10,Piece,388,50,0,1,Promo sale
TXN-00744,7/20/2025,10:20,P047,Mobile Load 50,Mobile Load & Digital Services,11,50,Load,999,120,0,1,Promo sale
TXN-00745,7/20/2025,10:45,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",8,5,Sachet,379,50,0,1,Promo sale
TXN-00746,7/20/2025,11:10,P020,Chippy BBQ 27g,"Snacks, Biscuits & Sweets",4,8,Pack,416,45,0,1,Promo sale
TXN-00747,7/20/2025,11:25,P007,Lucky Me Pancit Canton,"Noodles, Pasta & Canned Goods",12,17,Pack,455,75,0,1,Promo sale
TXN-00748,7/20/2025,11:40,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",12,11,Pack,383,55,0,1,Promo sale
TXN-00749,7/20/2025,12:05,P011,555 Tuna Afritada 155g,"Noodles, Pasta & Canned Goods",5,32,Can,199,25,0,1,Promo sale
TXN-00750,7/20/2025,12:15,P003,Milo Sachet 24g,Coffee & Breakfast Items,9,12,Sachet,272,45,0,1,Promo sale
TXN-00751,7/20/2025,12:25,P034,Datu Puti Vinegar 350ml,"Condiments, Sauces & Cooking Needs",5,18,Bottle,210,25,0,1,Promo sale
TXN-00752,7/20/2025,12:30,P022,Mineral Water 500ml,Drinks & Powdered Beverages,5,12,Bottle,625,80,0,1,Promo sale
TXN-00753,7/20/2025,12:30,P040,Ariel Detergent Sachet,Laundry & Cleaning,6,8,Sachet,375,55,0,1,Promo sale
TXN-00754,7/20/2025,12:35,P033,Silver Swan Soy Sauce,"Condiments, Sauces & Cooking Needs",6,23,Bottle,218,30,0,1,Promo sale
TXN-00755,7/20/2025,12:40,P050,Ballpen Black,School & Office Supplies,3,10,Piece,177,25,0,1,Promo sale
TXN-00756,7/20/2025,13:10,P032,Cooking Oil 250ml,"Condiments, Sauces & Cooking Needs",11,38,Bottle,227,30,0,1,Promo sale
TXN-00757,7/20/2025,13:15,P023,Coca-Cola 1.5L,Drinks & Powdered Beverages,4,75,Bottle,228,35,0,1,Promo sale
TXN-00758,7/20/2025,13:15,P038,Tender Juicy Hotdog 250g,"Eggs, Chilled & Frozen Items",1,75,Pack,133,18,0,1,Promo sale
TXN-00759,7/20/2025,14:00,P014,Piattos Cheese 40g,"Snacks, Biscuits & Sweets",7,18,Pack,423,60,0,1,Promo sale
TXN-00760,7/20/2025,14:15,P005,Great Taste White Sachet,Coffee & Breakfast Items,7,12,Sachet,277,50,0,1,Promo sale
TXN-00761,7/20/2025,14:35,P027,Zesto Orange 200ml,Drinks & Powdered Beverages,6,12,Pack,340,45,0,1,Promo sale
TXN-00762,7/20/2025,14:45,P039,Eden Cheese 160g,"Eggs, Chilled & Frozen Items",2,68,Pack,132,20,0,1,Promo sale
TXN-00763,7/20/2025,15:30,P046,Palmolive Shampoo Sachet,Personal Care,4,7,Sachet,292,40,0,1,Promo sale
TXN-00764,7/20/2025,15:40,P025,Royal Tru-Orange 1.5L,Drinks & Powdered Beverages,4,75,Bottle,210,25,0,1,Promo sale
TXN-00765,7/20/2025,15:50,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",8,10,Piece,304,45,0,1,Promo sale
TXN-00766,7/20/2025,15:55,P021,Rebisco Crackers,"Snacks, Biscuits & Sweets",10,8,Pack,267,35,0,1,Promo sale
TXN-00767,7/20/2025,16:40,P041,Surf Detergent Sachet,Laundry & Cleaning,10,7,Sachet,389,55,0,1,Promo sale
TXN-00768,7/20/2025,16:55,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,14,13,Sachet,432,55,0,1,Promo sale
TXN-00769,7/20/2025,16:55,P037,Egg Medium,"Eggs, Chilled & Frozen Items",11,9,Piece,659,90,0,1,Promo sale
TXN-00770,7/20/2025,17:00,P012,Argentina Corned Beef 150g,"Noodles, Pasta & Canned Goods",6,39,Can,214,30,0,1,Promo sale
TXN-00771,7/20/2025,17:20,P017,SkyFlakes Crackers,"Snacks, Biscuits & Sweets",4,9,Pack,267,40,0,1,Promo sale
TXN-00772,7/20/2025,18:00,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",9,18,Pack,377,45,0,1,Promo sale
TXN-00773,7/20/2025,18:00,P019,Oishi Prawn Crackers,"Snacks, Biscuits & Sweets",12,8,Pack,286,45,0,1,Promo sale
TXN-00774,7/20/2025,18:55,P031,White Sugar 1/2 Kilo,Rice & Staples,3,38,Pack,299,35,0,1,Promo sale
TXN-00775,7/20/2025,20:25,P004,Bear Brand Powdered Milk,Coffee & Breakfast Items,11,13,Sachet,275,40,0,1,Promo sale
TXN-00776,7/21/2025,8:05,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",6,11,Pack,377,55,0,0,Regular sale
TXN-00777,7/21/2025,8:40,P047,Mobile Load 50,Mobile Load & Digital Services,2,50,Load,999,120,0,0,Regular sale
TXN-00778,7/21/2025,9:30,P032,Cooking Oil 250ml,"Condiments, Sauces & Cooking Needs",1,38,Bottle,226,30,0,0,Regular sale
TXN-00779,7/21/2025,10:10,P042,Joy Dishwashing Sachet,Laundry & Cleaning,5,8,Sachet,359,40,0,0,Regular sale
TXN-00780,7/21/2025,10:25,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,8,8,Sachet,292,45,0,0,Regular sale
TXN-00781,7/21/2025,11:25,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",6,10,Piece,348,45,0,0,Regular sale
TXN-00782,7/21/2025,11:50,P049,Face Mask 5pcs,Personal Care,2,20,Pack,195,20,0,0,Regular sale
TXN-00783,7/21/2025,12:05,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",5,10,Piece,439,50,0,0,Regular sale
TXN-00784,7/21/2025,12:05,P038,Tender Juicy Hotdog 250g,"Eggs, Chilled & Frozen Items",1,75,Pack,132,18,0,0,Regular sale
TXN-00785,7/21/2025,12:15,P026,C2 Green Tea 355ml,Drinks & Powdered Beverages,3,20,Bottle,230,35,0,0,Regular sale
